"Datum","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Warengruppe","Umsatz","KielerWoche","Woche","Jahr","Monath","Wochentag","vt_umsatz","Wochenumsatz.x","Wochenumsatz.y","Wochenumsatz_wg","Ferientage","Feiertag","Wahl","min_temp","max_temp","niederschlag","sonnenscheindauer","windgeschinkigkeit_max","schneeh","Monat","Index"
2013-07-10,2,19.6875,13,5,6,0,0,28,2013,7,"Mittwoch",0,9303.44043827133,9303.44043827133,0,1,"0","0",12.4,22,0,11.4,6,NA,7,92.2
2013-07-11,0,21.375,12,5,1,138.549392636714,0,28,2013,7,"Donnerstag",135.132314289581,9303.44043827133,9303.44043827133,1014.51540517662,1,"0","0",9.9,22.9,0,14.8,5,NA,7,92.2
2013-07-11,0,21.375,12,5,2,569.109374584873,0,28,2013,7,"Donnerstag",567.365764527953,9303.44043827133,9303.44043827133,3787.49353913709,1,"0","0",9.9,22.9,0,14.8,5,NA,7,92.2
2013-07-11,0,21.375,12,5,3,234.65807920749,0,28,2013,7,"Donnerstag",265.109142544045,9303.44043827133,9303.44043827133,1614.23570003146,1,"0","0",9.9,22.9,0,14.8,5,NA,7,92.2
2013-07-11,0,21.375,12,5,4,68.6330279122302,0,28,2013,7,"Donnerstag",73.8056511129258,9303.44043827133,9303.44043827133,516.807185295277,1,"0","0",9.9,22.9,0,14.8,5,NA,7,92.2
2013-07-11,0,21.375,12,5,5,315.911756962233,0,28,2013,7,"Donnerstag",343.353066508123,9303.44043827133,9303.44043827133,2370.38860863088,1,"0","0",9.9,22.9,0,14.8,5,NA,7,92.2
2013-07-11,0,21.375,12,5,6,0,0,28,2013,7,"Donnerstag",0,9303.44043827133,9303.44043827133,0,1,"0","0",9.9,22.9,0,14.8,5,NA,7,92.2
2013-07-12,0,20.2875,7,NA,1,101.447511461298,0,28,2013,7,"Freitag",138.549392636714,9303.44043827133,9303.44043827133,1014.51540517662,1,"0","0",9.8,22.5,0,14.4,4,NA,7,92.2
2013-07-12,0,20.2875,7,NA,2,600.267914678783,0,28,2013,7,"Freitag",569.109374584873,9303.44043827133,9303.44043827133,3787.49353913709,1,"0","0",9.8,22.5,0,14.4,4,NA,7,92.2
2013-07-12,0,20.2875,7,NA,3,290.199097765019,0,28,2013,7,"Freitag",234.65807920749,9303.44043827133,9303.44043827133,1614.23570003146,1,"0","0",9.8,22.5,0,14.4,4,NA,7,92.2
2013-07-12,0,20.2875,7,NA,4,0,0,28,2013,7,"Freitag",68.6330279122302,9303.44043827133,9303.44043827133,516.807185295277,1,"0","0",9.8,22.5,0,14.4,4,NA,7,92.2
2013-07-12,0,20.2875,7,NA,5,362.802489634211,0,28,2013,7,"Freitag",315.911756962233,9303.44043827133,9303.44043827133,2370.38860863088,1,"0","0",9.8,22.5,0,14.4,4,NA,7,92.2
2013-07-12,0,20.2875,7,NA,6,0,0,28,2013,7,"Freitag",0,9303.44043827133,9303.44043827133,0,1,"0","0",9.8,22.5,0,14.4,4,NA,7,92.2
2013-07-13,1,20.125,12,NA,1,141.233309883732,0,28,2013,7,"Samstag",101.447511461298,9303.44043827133,9303.44043827133,1014.51540517662,1,"0","0",10,21.9,0,8.7,5,NA,7,92.2
2013-07-13,1,20.125,12,NA,2,747.140776382576,0,28,2013,7,"Samstag",600.267914678783,9303.44043827133,9303.44043827133,3787.49353913709,1,"0","0",10,21.9,0,8.7,5,NA,7,92.2
2013-07-13,1,20.125,12,NA,3,340.046632736531,0,28,2013,7,"Samstag",290.199097765019,9303.44043827133,9303.44043827133,1614.23570003146,1,"0","0",10,21.9,0,8.7,5,NA,7,92.2
2013-07-13,1,20.125,12,NA,4,74.2744737887665,0,28,2013,7,"Samstag",0,9303.44043827133,9303.44043827133,516.807185295277,1,"0","0",10,21.9,0,8.7,5,NA,7,92.2
2013-07-13,1,20.125,12,NA,5,359.166188843392,0,28,2013,7,"Samstag",362.802489634211,9303.44043827133,9303.44043827133,2370.38860863088,1,"0","0",10,21.9,0,8.7,5,NA,7,92.2
2013-07-13,1,20.125,12,NA,6,0,0,28,2013,7,"Samstag",0,9303.44043827133,9303.44043827133,0,1,"0","0",10,21.9,0,8.7,5,NA,7,92.2
2013-07-14,5,17.6875,15,5,1,112.524365708762,0,28,2013,7,"Sonntag",141.233309883732,9303.44043827133,9303.44043827133,1014.51540517662,1,"0","0",11.3,19.2,0,6.2,6,NA,7,92.2
2013-07-14,5,17.6875,15,5,2,777.048841669282,0,28,2013,7,"Sonntag",747.140776382576,9303.44043827133,9303.44043827133,3787.49353913709,1,"0","0",11.3,19.2,0,6.2,6,NA,7,92.2
2013-07-14,5,17.6875,15,5,3,320.626816189556,0,28,2013,7,"Sonntag",340.046632736531,9303.44043827133,9303.44043827133,1614.23570003146,1,"0","0",11.3,19.2,0,6.2,6,NA,7,92.2
2013-07-14,5,17.6875,15,5,4,115.271617188867,0,28,2013,7,"Sonntag",74.2744737887665,9303.44043827133,9303.44043827133,516.807185295277,1,"0","0",11.3,19.2,0,6.2,6,NA,7,92.2
2013-07-14,5,17.6875,15,5,5,461.082124524619,0,28,2013,7,"Sonntag",359.166188843392,9303.44043827133,9303.44043827133,2370.38860863088,1,"0","0",11.3,19.2,0,6.2,6,NA,7,92.2
2013-07-14,5,17.6875,15,5,6,0,0,28,2013,7,"Sonntag",0,9303.44043827133,9303.44043827133,0,1,"0","0",11.3,19.2,0,6.2,6,NA,7,92.2
2013-07-15,6,18.7375,12,NA,1,161.264677322182,0,28,2013,7,"Montag",112.524365708762,9303.44043827133,9303.44043827133,1014.51540517662,1,"0","0",10.5,21,0,7.9,5,NA,7,92.2
2013-07-15,6,18.7375,12,NA,2,596.995099998235,0,28,2013,7,"Montag",777.048841669282,9303.44043827133,9303.44043827133,3787.49353913709,1,"0","0",10.5,21,0,7.9,5,NA,7,92.2
2013-07-15,6,18.7375,12,NA,3,243.526401440661,0,28,2013,7,"Montag",320.626816189556,9303.44043827133,9303.44043827133,1614.23570003146,1,"0","0",10.5,21,0,7.9,5,NA,7,92.2
2013-07-15,6,18.7375,12,NA,4,99.4935305857439,0,28,2013,7,"Montag",115.271617188867,9303.44043827133,9303.44043827133,516.807185295277,1,"0","0",10.5,21,0,7.9,5,NA,7,92.2
2013-07-15,6,18.7375,12,NA,5,380.68369651152,0,28,2013,7,"Montag",461.082124524619,9303.44043827133,9303.44043827133,2370.38860863088,1,"0","0",10.5,21,0,7.9,5,NA,7,92.2
2013-07-15,6,18.7375,12,NA,6,0,0,28,2013,7,"Montag",0,9303.44043827133,9303.44043827133,0,1,"0","0",10.5,21,0,7.9,5,NA,7,92.2
2013-07-16,1,21.1875,10,NA,1,116.821358174215,0,29,2013,7,"Dienstag",161.264677322182,10381.8354659467,10381.8354659467,926.199954080613,1,"0","0",13.3,23.5,0,9.2,5,NA,7,92.2
2013-07-16,1,21.1875,10,NA,2,558.797138274201,0,29,2013,7,"Dienstag",596.995099998235,10381.8354659467,10381.8354659467,4443.88503654055,1,"0","0",13.3,23.5,0,9.2,5,NA,7,92.2
2013-07-16,1,21.1875,10,NA,3,287.415464972525,0,29,2013,7,"Dienstag",243.526401440661,10381.8354659467,10381.8354659467,1939.97450839302,1,"0","0",13.3,23.5,0,9.2,5,NA,7,92.2
2013-07-16,1,21.1875,10,NA,4,91.7796976081033,0,29,2013,7,"Dienstag",99.4935305857439,10381.8354659467,10381.8354659467,506.687298171989,1,"0","0",13.3,23.5,0,9.2,5,NA,7,92.2
2013-07-16,1,21.1875,10,NA,5,320.43533597922,0,29,2013,7,"Dienstag",380.68369651152,10381.8354659467,10381.8354659467,2565.08866876057,1,"0","0",13.3,23.5,0,9.2,5,NA,7,92.2
2013-07-16,1,21.1875,10,NA,6,0,0,29,2013,7,"Dienstag",0,10381.8354659467,10381.8354659467,0,1,"0","0",13.3,23.5,0,9.2,5,NA,7,92.2
2013-07-17,5,22.5125,8,NA,1,150.572919592838,0,29,2013,7,"Mittwoch",116.821358174215,10381.8354659467,10381.8354659467,926.199954080613,1,"0","0",11.6,24.5,0,9.1,4,NA,7,92.2
2013-07-17,5,22.5125,8,NA,2,628.325718978073,0,29,2013,7,"Mittwoch",558.797138274201,10381.8354659467,10381.8354659467,4443.88503654055,1,"0","0",11.6,24.5,0,9.1,4,NA,7,92.2
2013-07-17,5,22.5125,8,NA,3,301.777437970497,0,29,2013,7,"Mittwoch",287.415464972525,10381.8354659467,10381.8354659467,1939.97450839302,1,"0","0",11.6,24.5,0,9.1,4,NA,7,92.2
2013-07-17,5,22.5125,8,NA,4,0,0,29,2013,7,"Mittwoch",91.7796976081033,10381.8354659467,10381.8354659467,506.687298171989,1,"0","0",11.6,24.5,0,9.1,4,NA,7,92.2
2013-07-17,5,22.5125,8,NA,5,396.99424714406,0,29,2013,7,"Mittwoch",320.43533597922,10381.8354659467,10381.8354659467,2565.08866876057,1,"0","0",11.6,24.5,0,9.1,4,NA,7,92.2
2013-07-17,5,22.5125,8,NA,6,0,0,29,2013,7,"Mittwoch",0,10381.8354659467,10381.8354659467,0,1,"0","0",11.6,24.5,0,9.1,4,NA,7,92.2
2013-07-18,1,23.25,11,5,1,101.90072129658,0,29,2013,7,"Donnerstag",150.572919592838,10381.8354659467,10381.8354659467,926.199954080613,1,"0","0",12.3,25.2,0,13.2,5,NA,7,92.2
2013-07-18,1,23.25,11,5,2,647.822253705942,0,29,2013,7,"Donnerstag",628.325718978073,10381.8354659467,10381.8354659467,4443.88503654055,1,"0","0",12.3,25.2,0,13.2,5,NA,7,92.2
2013-07-18,1,23.25,11,5,3,250.426586853024,0,29,2013,7,"Donnerstag",301.777437970497,10381.8354659467,10381.8354659467,1939.97450839302,1,"0","0",12.3,25.2,0,13.2,5,NA,7,92.2
2013-07-18,1,23.25,11,5,4,89.2058404577425,0,29,2013,7,"Donnerstag",0,10381.8354659467,10381.8354659467,506.687298171989,1,"0","0",12.3,25.2,0,13.2,5,NA,7,92.2
2013-07-18,1,23.25,11,5,5,300.398790118057,0,29,2013,7,"Donnerstag",396.99424714406,10381.8354659467,10381.8354659467,2565.08866876057,1,"0","0",12.3,25.2,0,13.2,5,NA,7,92.2
2013-07-18,1,23.25,11,5,6,0,0,29,2013,7,"Donnerstag",0,10381.8354659467,10381.8354659467,0,1,"0","0",12.3,25.2,0,13.2,5,NA,7,92.2
2013-07-19,3,22.475,16,5,1,161.63511518654,0,29,2013,7,"Freitag",101.90072129658,10381.8354659467,10381.8354659467,926.199954080613,1,"0","0",12.9,25,0,9,6,NA,7,92.2
2013-07-19,3,22.475,16,5,2,646.788959790823,0,29,2013,7,"Freitag",647.822253705942,10381.8354659467,10381.8354659467,4443.88503654055,1,"0","0",12.9,25,0,9,6,NA,7,92.2
2013-07-19,3,22.475,16,5,3,287.18828629416,0,29,2013,7,"Freitag",250.426586853024,10381.8354659467,10381.8354659467,1939.97450839302,1,"0","0",12.9,25,0,9,6,NA,7,92.2
2013-07-19,3,22.475,16,5,4,62.0636098816993,0,29,2013,7,"Freitag",89.2058404577425,10381.8354659467,10381.8354659467,506.687298171989,1,"0","0",12.9,25,0,9,6,NA,7,92.2
2013-07-19,3,22.475,16,5,5,369.400389277533,0,29,2013,7,"Freitag",300.398790118057,10381.8354659467,10381.8354659467,2565.08866876057,1,"0","0",12.9,25,0,9,6,NA,7,92.2
2013-07-19,3,22.475,16,5,6,0,0,29,2013,7,"Freitag",0,10381.8354659467,10381.8354659467,0,1,"0","0",12.9,25,0,9,6,NA,7,92.2
2013-07-20,0,23.1875,8,NA,1,134.328076682024,0,29,2013,7,"Samstag",161.63511518654,10381.8354659467,10381.8354659467,926.199954080613,1,"0","0",10.5,24.9,0,15.6,4,NA,7,92.2
2013-07-20,0,23.1875,8,NA,2,843.051280035386,0,29,2013,7,"Samstag",646.788959790823,10381.8354659467,10381.8354659467,4443.88503654055,1,"0","0",10.5,24.9,0,15.6,4,NA,7,92.2
2013-07-20,0,23.1875,8,NA,3,394.765674710477,0,29,2013,7,"Samstag",287.18828629416,10381.8354659467,10381.8354659467,1939.97450839302,1,"0","0",10.5,24.9,0,15.6,4,NA,7,92.2
2013-07-20,0,23.1875,8,NA,4,69.9369965472912,0,29,2013,7,"Samstag",62.0636098816993,10381.8354659467,10381.8354659467,506.687298171989,1,"0","0",10.5,24.9,0,15.6,4,NA,7,92.2
2013-07-20,0,23.1875,8,NA,5,346.154004294146,0,29,2013,7,"Samstag",369.400389277533,10381.8354659467,10381.8354659467,2565.08866876057,1,"0","0",10.5,24.9,0,15.6,4,NA,7,92.2
2013-07-20,0,23.1875,8,NA,6,0,0,29,2013,7,"Samstag",0,10381.8354659467,10381.8354659467,0,1,"0","0",10.5,24.9,0,15.6,4,NA,7,92.2
2013-07-21,0,26.375,8,NA,1,66.2887578161955,0,29,2013,7,"Sonntag",134.328076682024,10381.8354659467,10381.8354659467,926.199954080613,1,"0","0",11.3,29.1,0,15.7,4,NA,7,92.2
2013-07-21,0,26.375,8,NA,2,815.942264195776,0,29,2013,7,"Sonntag",843.051280035386,10381.8354659467,10381.8354659467,4443.88503654055,1,"0","0",11.3,29.1,0,15.7,4,NA,7,92.2
2013-07-21,0,26.375,8,NA,3,346.658236387984,0,29,2013,7,"Sonntag",394.765674710477,10381.8354659467,10381.8354659467,1939.97450839302,1,"0","0",11.3,29.1,0,15.7,4,NA,7,92.2
2013-07-21,0,26.375,8,NA,4,82.6826868784511,0,29,2013,7,"Sonntag",69.9369965472912,10381.8354659467,10381.8354659467,506.687298171989,1,"0","0",11.3,29.1,0,15.7,4,NA,7,92.2
2013-07-21,0,26.375,8,NA,5,287.443788531561,0,29,2013,7,"Sonntag",346.154004294146,10381.8354659467,10381.8354659467,2565.08866876057,1,"0","0",11.3,29.1,0,15.7,4,NA,7,92.2
2013-07-21,0,26.375,8,NA,6,0,0,29,2013,7,"Sonntag",0,10381.8354659467,10381.8354659467,0,1,"0","0",11.3,29.1,0,15.7,4,NA,7,92.2
2013-07-22,0,26.1,9,NA,1,131.223948997842,0,29,2013,7,"Montag",66.2887578161955,10381.8354659467,10381.8354659467,926.199954080613,1,"0","0",12.9,27.4,0,15.6,4,NA,7,92.2
2013-07-22,0,26.1,9,NA,2,647.682748973215,0,29,2013,7,"Montag",815.942264195776,10381.8354659467,10381.8354659467,4443.88503654055,1,"0","0",12.9,27.4,0,15.6,4,NA,7,92.2
2013-07-22,0,26.1,9,NA,3,297.712614415266,0,29,2013,7,"Montag",346.658236387984,10381.8354659467,10381.8354659467,1939.97450839302,1,"0","0",12.9,27.4,0,15.6,4,NA,7,92.2
2013-07-22,0,26.1,9,NA,4,99.3353908053911,0,29,2013,7,"Montag",82.6826868784511,10381.8354659467,10381.8354659467,506.687298171989,1,"0","0",12.9,27.4,0,15.6,4,NA,7,92.2
2013-07-22,0,26.1,9,NA,5,356.484067206325,0,29,2013,7,"Montag",287.443788531561,10381.8354659467,10381.8354659467,2565.08866876057,1,"0","0",12.9,27.4,0,15.6,4,NA,7,92.2
2013-07-22,0,26.1,9,NA,6,0,0,29,2013,7,"Montag",0,10381.8354659467,10381.8354659467,0,1,"0","0",12.9,27.4,0,15.6,4,NA,7,92.2
2013-07-23,0,24.95,12,NA,1,110.315246796665,0,30,2013,7,"Dienstag",131.223948997842,10689.4404080332,10689.4404080332,862.770897746234,1,"0","0",12.9,26.7,0,15.3,5,NA,7,92.2
2013-07-23,0,24.95,12,NA,2,691.043662205889,0,30,2013,7,"Dienstag",647.682748973215,10689.4404080332,10689.4404080332,4788.41036395342,1,"0","0",12.9,26.7,0,15.3,5,NA,7,92.2
